"Product","Package ID","Status","Category","Tags","Strain","Vendor","Room","Available","Current price","Unit price (Inventory)","External package ID","Expiration date","Image URL","THC","THCA","CBD","CBN","Retail ID"
Rythm Remix Blue Dream Infused Preroll 1pk - 1g,1A4110300001CE9000182100,,Infused Pre-roll,"Indica, Preroll 1g, Preroll Infused Pack",[GTI] Blue Dream,GTI,Vault,13,25,25,1A4110300001CE9000182100,10/26/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a5455d5a-5c81-40d9-9904-cc4199b0f4c2.jpg,,,,,
Rythm Animal Face Solventless Live Rosin (Tier 3) - 1g,1A4110300001CE9000182109,,Concentrate,"Hybrid, Rosin, Live Rosin",[GTI] Animal Face,GTI,Vault,5,60,60,1A4110300001CE9000182109,11/28/2026,https://leaflogixmedia.blob.core.windows.net/product-image/7569e18e-d662-47b5-aa7b-e20adaecc14c.jpg,,,,,
Good Green Garlic Drip - 7g Mixed Buds,1A4110300001CE9000182118,,Flower,"Indica, Mixed Buds",[GTI] Garlic Drip,GTI,Vault,26,65,65,1A4110300001CE9000182118,10/31/2026,https://leaflogixmedia.blob.core.windows.net/product-image/7e5a4196-2b51-45f5-a16f-947f2c515346.jpg,,,,,
Incredibles Cookies & Cream Chocolate Bar - 100mg,1A4110300001CE9000182102,,Chocolates,Chocolate,No Strain,GTI,Vault,6,20,20,1A4110300001CE9000182102,11/28/2026,https://leaflogixmedia.blob.core.windows.net/product-image/c1ca3e5d-caf6-45f7-8933-94a8baf01fbb.jpg,,,,,
Panda Farms Trop Cherry - 3.5g,1A41103000089E5000002262,,Flower,Sativa,[PF] Trop Cherry,Bridge City Collective LLC,Vault,9,49,49,1A41103000089E5000002262,12/4/2026,https://leaflogixmedia.blob.core.windows.net/product-image/c4a480b2-f44e-429c-af8c-7f8fd71269bc.jpg,21.50 %,24.29 %,0.00 %,0.00 %,
High Grass Dulce De Uva Hash Holes Glass Tipped Infused Preroll 1pk - 1g,1A4110300009025000003022,,Pre-Rolls,Hybrid,No Strain,High Grass Farms MIPS,Holding,1,35,35,1A4110300009025000003022,11/20/2026,https://leaflogixmedia.blob.core.windows.net/product-image/77c26436-265e-4ed3-aca7-e79b5a6afeea.jpg,,,,,
Niche Permanent Power #9 - 3.5g,1A411030000684D000022472,,Flower,Hybrid,[NCH] Permanent Power #9,Niche,Sample Room,13,60,60,1A411030000684D000022472,8/6/2026,https://leaflogixmedia.blob.core.windows.net/product-image/5eee896b-2621-4118-9eb2-5c6884ac3956.jpg,,,,,
Niche Winners Circle Bubblegum Gelato - 3.5g,1A411030000684D000022471,,Flower,Hybrid,[NCH] Bubblegum Gelato,Niche,Vault,19,60,60,1A411030000684D000022471,11/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/136d7129-2738-4d30-834d-b5455bae55d5.jpg,,,,,
Niche Winners Circle C%ndy Fumez - 3.5g,1A411030000684D000022470,,Flower,Hybrid,[NCH] C&ndy Fumez,Niche,Vault,19,60,60,1A411030000684D000022470,12/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/d6eedeb2-fc38-47d1-86f0-4466f9318c00.jpg,,,,,
Niche Winners Circle Lip Smackerz - 3.5g,1A411030000684D000022469,,Flower,Hybrid,[NCH] Lip Smackerz,Niche,Vault,22,60,60,1A411030000684D000022469,11/7/2026,https://leaflogixmedia.blob.core.windows.net/product-image/db64a1b0-2ead-49cb-be3a-9fc835b2be1a.jpg,,,,,
Niche Winners Circle Spritzer - 3.5g,1A411030000684D000022468,,Flower,Hybrid,[NCH] Spritzer,Niche,Vault,28,60,60,1A411030000684D000022468,11/16/2026,https://leaflogixmedia.blob.core.windows.net/product-image/6407d95c-60e5-4663-8139-32e9d7af214d.jpg,,,,,
(Sample) Niche Bubblegum Gelato 1g - 4pk,1A411030000684D000022475,,Flower,Hybrid,[NCH] Bubblegum Gelato,Niche,Sample Room,2,0.01,0.01,1A411030000684D000022475,11/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/d7f0e6a6-045c-43a8-8568-b53bcd26e9c4.jpg,,,,,
(Sample) Niche Lip Smackerz 1g - 4pk,1A411030000684D000022474,,Flower,Hybrid,[NCH] Lip Smackerz,Niche,Sample Room,3,0.01,0.01,1A411030000684D000022474,11/7/2026,https://leaflogixmedia.blob.core.windows.net/product-image/aedf7e49-fba9-4051-956e-f080c4cb4e7e.jpg,,,,,
Neptune's Garden Lemon Ice Cream - 3.5g,1A4110300005D5D000002226,,Flower,Sativa,[NG] Lemon Ice Cream,Neptune's Garden,Vault,22,65,65,1A4110300005D5D000002226,10/20/2026,https://leaflogixmedia.blob.core.windows.net/product-image/2425d561-73d2-4b5f-931d-8fd8ca618f55.jpg,28.60 %,32.18 %,0.00 %,0.00 %,
Neptune's Garden Black Cherry Punch - 3.5g,1A4110300005D5D000002227,,Flower,Indica,[NG] Black Cherry Punch,Neptune's Garden,Vault,14,65,65,1A4110300005D5D000002227,10/5/2026,https://leaflogixmedia.blob.core.windows.net/product-image/7866d364-07e5-4590-b9d5-b12f48b692d4.jpg,22.89 %,25.97 %,0.00 %,0.00 %,
Rythm Pineapple Express Liquid Diamonds AIO - 1g,1A4110300001CE9000202060,,Vapes,"Sativa, Vape 2g, AIO, Liquid Diamonds",[GTI] Pineapple Express,GTI,Vault,12,70,70,1A4110300001CE9000202060,11/2/2026,https://leaflogixmedia.blob.core.windows.net/product-image/c5f4b3a5-d671-480b-a1bb-59edfae2a04a.jpg,,,,,
Rythm Durban Poison Liquid Diamonds AIO - 1g,1A4110300001CE9000202070,,Vapes,"Sativa, AIO, Liquid Diamonds",[GTI] Durban Poison,GTI,Vault,18,70,70,1A4110300001CE9000202070,11/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/e7957e7b-79cd-4e4e-b0e5-6a6cbc127b79.jpg,,,,,
Rythm Animal Scout #10 Live Resin Vape Cartridge - 1g,1A4110300001CE9000202059,,Vapes,"Indica, Vape 1g, Live Resin",[GTI] Animal Scout #10,GTI,Vault,47,67,67,1A4110300001CE9000202059,10/9/2026,https://leaflogixmedia.blob.core.windows.net/product-image/e81a8c75-bec3-4968-95a9-2b0ba3062cfe.jpg,,,,,
Rythm Watermelon Z Liquid Diamonds AIO - 1g,1A4110300001CE9000202064,,Vapes,"Sativa, Vape 2g, AIO, Liquid Diamonds",[GTI] Watermelon Z,GTI,Vault,22,70,70,1A4110300001CE9000202064,10/3/2026,https://leaflogixmedia.blob.core.windows.net/product-image/000a1991-7c67-4258-8514-48d73355af63.jpg,,,,,
[Sample] Green Lightning M.O.B. Pre-Roll - 1g,1A4110300005FB5000019184,,Pre-Rolls,,[GL] MOB,Green Lightning Cultivation,Vault,13,0.05,0.05,1A4110300005FB5000019184,11/3/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a137dc5f-186b-4803-ba14-859a61075d57.jpg,,,,,
Leiffa Citrus Runtz Cold Cure Rosin - 2g,1A411030000814D000006666,,Concentrate,"Hybrid, Rosin, Live Rosin",[GL] Citrus Runtz,Green Lightning MIPS,Vault,4,130,130,1A411030000814D000006666,11/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/aa6fb49f-0a69-40a0-9bc4-844a0d7ab7c6.jpg,81.35 %,87.50 %,0.00 %,0.00 %,
Leiffa MAC1 Cold Cure Rosin - 2g,1A411030000814D000006665,,Concentrate,"Hybrid, Rosin, Live Rosin",[GL] MAC1,Green Lightning MIPS,Vault,2,130,130,1A411030000814D000006665,11/11/2026,https://leaflogixmedia.blob.core.windows.net/product-image/1bb91c3d-a650-4d77-91a5-2e2b80edc2bf.jpg,78.92 %,81.42 %,0.00 %,0.00 %,
Green Lightning Blueberry - 3.5g,1A4110300005FB5000018642,,Flower,,[GL] Blueberry,Green Lightning Cultivation,Vault,2,45,45,1A4110300005FB5000018642,11/21/2026,https://leaflogixmedia.blob.core.windows.net/product-image/989c4b80-0afc-4b0e-9e42-dee4b24fcbd0.jpg,,,,,
Panda Farms Trop Nana Pre-roll - 1g,1A41103000089E5000003836,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Tropicana Banana,GSCC Management,Vault,19,17,17,1A41103000089E5000003836,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/d659d46e-5ba7-41ad-9f74-8a6d8ba913d3.jpg,23.16 %,25.99 %,0.00 %,0.00 %,
Panda Farms Black Ice Pre-roll - 1g,1A41103000089E5000002617,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Black Ice,GSCC Management,Vault,8,15,15,1A41103000089E5000002617,8/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/59d53cda-b5d0-4be5-8c32-a8819f83c9b6.jpg,22.52 %,25.39 %,0.00 %,0.00 %,
Panda Farms Soap Pre-roll - 1g,1A41103000089E5000002007,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Black Ice,GSCC Management,Vault,13,17,17,1A41103000089E5000002007,10/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/fda9f78b-81f2-46fd-9c3d-f4314b069bfa.jpg,27.97 %,31.51 %,0.00 %,0.00 %,
RAW Challenge Cone - 1 pk,00045,,Accessories,Papers,,Accesory Plug,Vault,1,25,25,00045,,https://leaflogixmedia.blob.core.windows.net/product-image/06f459ea-ddc3-4540-9035-823e0efb935e.jpg,,,,,
Rythm Animal Scout #10 Live Resin Vape Cartridge - 1g,1A4110300001CE9000187151,,Vapes,"Indica, Vape 1g, Live Resin",[GTI] Animal Scout #10,GTI,Vault,13,67,67,1A4110300001CE9000187151,9/13/2026,https://leaflogixmedia.blob.core.windows.net/product-image/e81a8c75-bec3-4968-95a9-2b0ba3062cfe.jpg,,,,,
Rythm Brownie Scout Live Resin Vape Cartridge - 1g,1A4110300001CE9000187148,,Vapes,"Indica, Vape 1g, Live Resin",[GTI] Brownie Scout,GTI,Vault,3,67,67,1A4110300001CE9000187148,9/10/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f04ccaee-977b-4757-b8ab-d8069a4344b4.jpg,,,,,
Rythm Gogurtz Solventless Live Rosin (Tier 3) - 1g,1A4110300001CE9000187153,,Concentrate,"Hybrid, Rosin, Live Rosin",[GTI] Gogurtz,GTI,Vault,1,60,60,1A4110300001CE9000187153,10/24/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9d19e0f5-c029-4ac6-b98c-c8164748ba16.jpg,,,,,
Loud Velvet Fever - 3.5g,1a4110300009922000001756,,Flower,,[GSE] Velvet Fever OG,Garden State Exotix LLC,Vault,19,35,30,1a4110300009922000001756,7/16/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b32dde2f-bad7-4ff8-8816-7a08bebd80a6.jpg,,,,,
RAW Ethereal Roll Up Tips - 50ct,716165308935,,Accessories,Rolling Tips,No Strain,Accesory Plug,Vault,77,1.5,1.5,716165308935,,https://leaflogixmedia.blob.core.windows.net/product-image/bb1d9991-3313-4d2c-bb7c-b59fd209680b.jpg,,,,,
Silver Screens Filter 5pk,00034,,Accessories,Lighters,No Strain,Accesory Plug,Vault,70,1.6,1.6,00034,,https://leaflogixmedia.blob.core.windows.net/product-image/f98adc17-5d22-445a-9dc0-31667fc86247.jpg,,,,,
Clipper Lighter,00037,,Accessories,Lighters,No Strain,Accesory Plug,Vault,1,2,2,00037,,https://leaflogixmedia.blob.core.windows.net/product-image/ba89636d-d30e-4f70-b03b-c3abd07136e0.jpg,,,,,
Elements Phantom Slim Rolling Papers,716165307419,,Accessories,Papers,No Strain,Accesory Plug,Vault,38,1.92,1.92,716165307419,,https://leaflogixmedia.blob.core.windows.net/product-image/5b39a118-cb7d-4e10-8247-a27ae8b2ab9c.jpg,,,,,
Wind Proof Lighter,00036,,Accessories,Lighters,No Strain,Accesory Plug,Vault,2,4,3,00036,,https://leaflogixmedia.blob.core.windows.net/product-image/2c67f251-c44a-4f1a-9315-70e4e16c25fd.jpg,,,,,
Bic Nostalgia Lighter,00038,,Accessories,Lighters,No Strain,Accesory Plug,Vault,3,3,3,00038,,https://leaflogixmedia.blob.core.windows.net/product-image/64d2d67f-b08b-4935-9dcd-96dde89a0007.jpg,,,,,
Elements Phantom Rolling Papers  1/4,716165307433,,Accessories,Papers,No Strain,Accesory Plug,Vault,15,3.04,3.04,716165307433,,https://leaflogixmedia.blob.core.windows.net/product-image/4aa8a572-2ec1-4de9-b127-6f67d8762e40.jpg,,,,,
Tyson Terpene Infused Blunt Wraps,819500025617,,Accessories,Hemp Wrap,No Strain,Accesory Plug,Vault,3,4.5,4.5,819500025617,,https://leaflogixmedia.blob.core.windows.net/product-image/a06b5dac-b537-4bf0-be5c-78d387a406ce.jpg,,,,,
RAW Ethereal Pappers 1 1/4,716165303862,,Accessories,Papers,No Strain,Accesory Plug,Vault,18,4,4,716165303862,,,,,,,
RAW Black Turbo Glass Rolling Tips,716165310648,,Accessories,Rolling Tips,No Strain,Accesory Plug,Vault,2,9,10,716165310648,,https://leaflogixmedia.blob.core.windows.net/product-image/cea9fac8-0544-4528-a4da-c74233a3b49a.jpg,,,,,
Smoxy Spray (Assorted),00026,,Accessories,Air Freshener,No Strain,Accesory Plug,Vault,1,10,10,00026,,https://leaflogixmedia.blob.core.windows.net/product-image/eb47455c-d20e-4f2f-bcaf-32676313f8d2.jpg,,,,,
Randy's Resin Guard- Pipe Cleaner 12oz,00039,,Accessories,Cleaner,No Strain,Accesory Plug,Vault,1,11,11,00039,,https://leaflogixmedia.blob.core.windows.net/product-image/a22fd158-ff16-46c7-a18d-233eae970861.jpg,,,,,
"""Dream Stem"" Glass Water Pipe",00031,,Accessories,Glass,No Strain,Accesory Plug,Vault,1,125,125,00031,,https://leaflogixmedia.blob.core.windows.net/product-image/f2715da0-a9ba-4882-a90d-3bbe9e2652a3.jpg,,,,,
RAW Ethereal Cones 1 1/4 - 75ct,716165307853,,Accessories,Papers,No Strain,Accesory Plug,Vault,1,48,48,716165307853,,https://leaflogixmedia.blob.core.windows.net/product-image/0ba438fa-2a5b-4e30-9665-e9f280757356.jpg,,,,,
Niche Permanent Power #9 - 3.5g,1A411030000684D000021433,,Flower,Hybrid,[NCH] Permanent Power #9,Niche,Vault,48,60,60,1A411030000684D000021433,8/6/2026,https://leaflogixmedia.blob.core.windows.net/product-image/5eee896b-2621-4118-9eb2-5c6884ac3956.jpg,,,,,
Niche Winners Circle Ridgeline Lantz - 3.5g,1A411030000684D000021412,,Flower,Hybrid,[NCH] Ridgeline Runtz,Niche,Vault,9,60,60,1A411030000684D000021412,10/13/2026,https://leaflogixmedia.blob.core.windows.net/product-image/1020e097-fcde-4c96-8fa2-aa28dc4ffcec.jpg,,,,,
Niche Winners Circle Super Runtz - 3.5g,1A411030000684D000021411,,Flower,Hybrid,[NCH] Super Runtz,Niche,Vault,15,60,60,1A411030000684D000021411,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/53c142ad-860e-4a54-b032-4fbda5edb164.jpg,,,,,
Niche Winners Circle Cutiez - 3.5g,1A411030000684D000021407,,Flower,Hybrid,[NCH] Cutiez,Niche,Vault,21,60,60,1A411030000684D000021407,10/13/2026,https://leaflogixmedia.blob.core.windows.net/product-image/efc13b2e-89c2-473c-8dd9-80ec0f15d3b4.jpg,,,,,
Goodies Sweet Tartz - 7g,1A411030000684D000021418,,Flower,Hybrid,No Strain,Niche,Vault,5,90,90,1A411030000684D000021418,9/26/2026,https://leaflogixmedia.blob.core.windows.net/product-image/7c0db2df-ed88-43f3-a099-dd8311ca93bc.jpg,,,,,
(Sample) Niche First Class Gas - 1g,1A411030000684D000021432,,Flower,"Hybrid, Preroll Pack",[NCH] Bluephoria,Niche,Sample Room,2,0.05,0.05,1A411030000684D000021432,10/3/2026,https://leaflogixmedia.blob.core.windows.net/product-image/e6cdbf56-5e4b-4a53-8e03-74a7c38aad7d.jpg,,,,,
(Sample) Niche Pink Ink 1g - 4pk,1A411030000684D000021424,,Flower,Hybrid,[NCH] Black Maple 22,Niche,Sample Room,3,0.01,0.01,1A411030000684D000021424,10/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/6cf3201d-17e2-4307-99cd-ced9cbd2c390.jpg,,,,,
Panda Farms Trop Nana Pre-roll - 1g,1A41103000089E5000003727,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Tropicana Banana,GSCC Management,Vault,13,17,17,1A41103000089E5000003727,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/d659d46e-5ba7-41ad-9f74-8a6d8ba913d3.jpg,,,,,
Panda Farms Soap Pre-roll - 1g,1A41103000089E5000002014,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Black Ice,GSCC Management,Vault,2,17,17,1A41103000089E5000002014,10/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/fda9f78b-81f2-46fd-9c3d-f4314b069bfa.jpg,,,,,
Panda Farms Black Ice Pre-roll - 1g,1A41103000089E5000002541,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Black Ice,GSCC Management,Vault,1,15,15,1A41103000089E5000002541,8/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/59d53cda-b5d0-4be5-8c32-a8819f83c9b6.jpg,,,,,
Panda Farms Tropicana Banana - 3.5g,1A41103000089E5000003713,,Flower,Hybrid,[PF] Tropicana Banana,GSCC Management,Vault,4,49,48,1A41103000089E5000003713,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/b67e3ab3-6e66-49d4-ab27-19bdcce94cdf.jpg,,,,,
Panda Farms Super Boof - 3.5g,1A41103000089E5000003700,,Flower,Hybrid,[PF] Super Boof,GSCC Management,Vault,23,59,59,1A41103000089E5000003700,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/4b285984-938d-41d1-b883-25f74033bafa.jpg,,,,,
Panda Farms Durban Poison - 3.5g,1A41103000089E5000003734,,Flower,Hybrid,[PF] Durban Poison,GSCC Management,Vault,22,59,59,1A41103000089E5000003734,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/e420ff0a-38c3-4a46-8873-455765d9b6d1.jpg,,,,,
Panda Farms Super Boof - 28g,1A41103000089E5000003703,,Flower,Hybrid,[PF] Super Boof,GSCC Management,Backstock,10,360,260,1A41103000089E5000003703,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/e07a7116-7581-4008-ab01-f21272bb9245.jpg,,,,,
Panda Farms Super Boof - 28g,1A41103000089E5000003702,,Flower,Hybrid,[PF] Super Boof,GSCC Management,Vault,4,360,260,1A41103000089E5000003702,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/e07a7116-7581-4008-ab01-f21272bb9245.jpg,,,,,
Panda Farms Durban Poison - 28g,1A41103000089E5000003728,,Flower,Hybrid,[PF] Durban Poison,GSCC Management,Vault,7,360,360,1A41103000089E5000003728,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b70327ce-9093-477d-bb4b-84586979f4bb.jpg,,,,,
Beboe Sweet Dreams AIO Vape - 500mg,1A4110300001CE9000185737,,Vapes,"Vape .5g, AIO",No Strain,GTI,Vault,13,45,45,1A4110300001CE9000185737,11/12/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a1719569-27e9-4ee2-9b98-2f270d13812b.jpg,,,,,
EV Farms Oishii l 3.5g,1A41103000093A9000000108,,Flower,,[EV] Oishii,Bridge City Collective LLC,Vault,10,60,60,1A41103000093A9000000108,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/2c7ec010-8306-43b3-b32b-d1406e1e78d6.jpg,,,,,
EV Farms Return of the Mac l 3.5g,1A41103000093A9000000107,,Flower,,[EV] Return of the Mac,Bridge City Collective LLC,Vault,6,60,60,1A41103000093A9000000107,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/8a81b170-80e7-4bfb-a5e9-e9fc1bf761a4.jpg,,,,,
EV Farms Gelato l 3.5g,1A41103000093A9000000111,,Flower,,[EV] Gelato,Bridge City Collective LLC,Vault,2,60,60,1A41103000093A9000000111,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b4632c01-05a6-4225-912c-39dbc0e75483.jpg,,,,,
EV Farms Lemon Pie l 3.5g,1A41103000093A9000000109,,Flower,,[EV] Lemon Pie,Bridge City Collective LLC,Vault,7,60,60,1A41103000093A9000000109,12/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/72026778-042c-45de-9d67-9f38934c64ed.jpg,,,,,
Victory Natural Farms Lemon Runtz - 3.5,1A4110300007F59000003462,,Flower,,[SH] Lemon Runtz,Victory Natural Farms MIPS,Vault,13,58,58,1A4110300007F59000003462,10/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/6dae12e3-e265-4c36-9734-8fbdc085cf82.jpg,,,,,
Victory Natural Farms Sour Blueberry - 3.5,1A4110300007F59000003461,,Flower,,[SH] Sour Blueberry,Victory Natural Farms MIPS,Vault,8,58,58,1A4110300007F59000003461,7/30/2026,https://leaflogixmedia.blob.core.windows.net/product-image/bd1c34f1-bfe4-4f9d-a438-907be34c32f4.jpg,,,,,
Astro Cherry Cartel - 3.5g,1A4110300008D69000000863,,Flower,Hybrid,[AST] Cherry Cartel,Astro,Vault,31,40,45,1A4110300008D69000000863,8/18/2026,https://leaflogixmedia.blob.core.windows.net/product-image/41736e63-a4f8-4499-a617-9da2d0383a4f.jpg,,,,,
Astro LeGMO - 3.5g,1A4110300008D69000000862,,Flower,Hybrid,[AST] LeGMO,Astro,Vault,59,55,60,1A4110300008D69000000862,10/13/2026,https://leaflogixmedia.blob.core.windows.net/product-image/27fc7491-80a9-456d-9de1-537633ad19a6.jpg,,,,,
Astro Celestial Gas - 3.5g,1A4110300008D69000000861,,Flower,Hybrid,[AST] Celestial Gas,Astro,Vault,44,55,60,1A4110300008D69000000861,10/13/2026,https://leaflogixmedia.blob.core.windows.net/product-image/2ea6ab80-faa9-4e6b-b3a5-a3acfa2ceeaf.jpg,,,,,
Shnick Shnacks Highzelnut Spread - 100mg,1A4110300008D6A000003104,,Edibles,Cooking,No Strain,Shnick Shnacks MIPS,Vault,34,30,30,1A4110300008D6A000003104,9/30/2026,https://leaflogixmedia.blob.core.windows.net/product-image/12592e79-0876-4c26-a717-1b3a2f4456e4.jpg,,,,,
High Grass Farms Bickett OG - 3.5g,1A4110300006A41000009166,,Flower,Indica,[HGF] Bickett OG,High Grass Farms,Vault,8,45,45,1A4110300006A41000009166,9/3/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f205d6d0-772a-4512-86a7-1c86f6869dea.jpg,26.20 %,29.80 %,0.00 %,0.00 %,
High Grass Farms Dulce De Uva - 3.5g,1A4110300006A41000009168,,Flower,Indica,[HGF] Dulce De Uva,High Grass Farms,Vault,20,45,45,1A4110300006A41000009168,7/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/7cfb2d9a-9118-4ea5-ab87-bc3317c33aa6.jpg,24.62 %,27.89 %,0.00 %,0.00 %,
Full Tilt Hell Z - 3.5g,1A4110300003AFD000012583,,Flower,Indica,[FT] Hell Z,Full Tilt,Vault,9,60,60,1A4110300003AFD000012583,11/11/2026,,,,,,
Full Tilt Strawrilla - 3.5g,1A4110300003AFD000012582,,Flower,Hybrid,[FT] Strawrilla,Full Tilt,Vault,13,60,60,1A4110300003AFD000012582,11/11/2026,,,,,,
Full Tilt Sticky Cat - 3.5g,1A4110300003AFD000012581,,Flower,Hybrid,[FT] Sticky Cat,Full Tilt,Vault,9,60,60,1A4110300003AFD000012581,11/11/2026,,,,,,
Old Pal Sunshine Daydream- 14g,1A4110300000003000101098,,Flower,,[CC] Sunshine Daydream,Cannabist,Vault,18,100,100,1A4110300000003000101098,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/718e6c0b-458a-4e68-9f46-9d0e96e27488.jpg,22.70 %,25.45 %,0.00 %,0.00 %,
Old Pal Red Bullz- 14g,1A4110300000003000102908,,Flower,,[CC] Red Bullz,Cannabist,Vault,2,100,100,1A4110300000003000102908,1/12/2027,https://leaflogixmedia.blob.core.windows.net/product-image/fbc03579-f9d9-4187-a6ed-012fbd2e9b92.jpg,24.61 %,27.16 %,0.00 %,0.00 %,
Veda Warrior Ghee Butter - 100mg,1A4110300000004000043898,,Edibles,Olive Oil,No Strain,Cannabist MIPS,Vault,1,33,33,1A4110300000004000043898,10/9/2026,https://leaflogixmedia.blob.core.windows.net/product-image/8ad427b8-bcbe-4d1f-9c90-8be07eae7556.jpg,,,,,
Green Lightning Black Cherry Gelato - 3.5g,1A4110300005FB5000016411,,Flower,,[GL] Black Cherry Gelato,Green Lightning Cultivation,Vault,16,45,30,1A4110300005FB5000016411,10/24/2026,https://leaflogixmedia.blob.core.windows.net/product-image/4881b3ff-45cb-4f5b-a255-5d276db3a4ea.jpg,,,,,
Green Lightning Jokerz 31  - 3.5g,1A4110300005FB5000017122,,Flower,,[GL] Jokerz 31,Green Lightning Cultivation,Vault,21,45,30,1A4110300005FB5000017122,11/5/2026,https://leaflogixmedia.blob.core.windows.net/product-image/acd270cb-55bd-487f-ab15-1debae058282.jpg,,,,,
Beboe Downtime AIO Vape - 500mg,1A4110300001CE9000243275,,Vapes,"Vape .5g, AIO",No Strain,GTI,Vault,2,45,45,1A4110300001CE9000243275,2/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/12153f2e-bd2a-43a8-8b55-ba0300366eb7.jpg,,,,,
SUN x Panda Farms Gush Mintz AIO - 0.5g,1A41103000093A9000000096,,Vapes,"Hybrid, Vape .5g, Resin, Cannabis Derived Terps",[SUN] Gush Mintz,Bridge City Collective LLC,Vault,16,53.98,53.98,1A41103000093A9000000096,9/26/2026,https://leaflogixmedia.blob.core.windows.net/product-image/4f72187b-ac33-4b8f-b33b-cd68b40b6677.jpg,70.84 %,30.08 %,0.00 %,0.22 %,
Old Pal Sunshine Daydream- 14g,1A4110300000003000101099,,Flower,,[CC] Sunshine Daydream,Cannabist,Vault,6,100,120,1A4110300000003000101099,12/22/2027,https://leaflogixmedia.blob.core.windows.net/product-image/718e6c0b-458a-4e68-9f46-9d0e96e27488.jpg,,,,,
Bob Marley Wraps Passion Fruit Hemp Wrap,857545012094,,Accessories,,No Strain,Accesory Plug,Vault,10,2,2,,,https://leaflogixmedia.blob.core.windows.net/product-image/684b3859-8cd7-4664-81d1-d2ea7b223b07.jpg,,,,,
Bob Marley  Strawberry Natural Hemp Wraps,857545012070,,Accessories,,No Strain,Accesory Plug,Vault,3,2,2,,,https://leaflogixmedia.blob.core.windows.net/product-image/f403935d-aca1-438e-b279-0256082a267a.jpg,,,,,
Bob Marley Natural Hemp Wraps,857545012049,,Accessories,,No Strain,Accesory Plug,Vault,19,2,2,,,https://leaflogixmedia.blob.core.windows.net/product-image/54411396-7f0d-4643-8750-d568f0b87508.jpg,,,,,
Bob Marley Wraps Mango Peach Hemp Wrap,857545012087,,Accessories,,No Strain,Accesory Plug,Vault,14,2,2,,,https://leaflogixmedia.blob.core.windows.net/product-image/15ef491b-7b59-4c68-8313-808f87bd0031.jpg,,,,,
Bob Marley Wraps OG Kush Hemp Wraps,857545012056,,Accessories,,No Strain,Accesory Plug,Vault,9,2,2,,,https://leaflogixmedia.blob.core.windows.net/product-image/c561975b-3e94-427f-adb6-80b3a1e7e30f.jpg,,,,,
RAW Classic Kingsize Slim,716165177357,,Accessories,Papers,No Strain,Accesory Plug,Vault,19,3,2.1,716165177357,,https://leaflogixmedia.blob.core.windows.net/product-image/eeef91a4-c4a4-4e00-abe3-a2b0dd3c1f5e.jpg,,,,,
RAW Black Rolling Tips - 50ct,716165287841,,Accessories,Rolling Tips,No Strain,Accesory Plug,Vault,23,1.5,1.5,716165287841,,https://leaflogixmedia.blob.core.windows.net/product-image/1900530d-de95-4020-88f4-13b5bdc74522.jpg,,,,,
